marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	10717180	R33G7M7OPHTDAQ	B00DSUBSS2	847618015	Human Error: A Short Story Prequel to Overdraft: The Orion Offensive	Digital_Ebook_Purchase	4	0	1	N	Y	Keep em coming.	More Please! The serial was great an the prequel covered a few questions. Hopefully, now that I'm this involved, the next installment should be just around the corner...Right?	2014-08-02
US	49515323	R2Y1THDN3FH3ZI	B00A25FDPU	834277257	More Bitter Than Death: A Novel	Digital_Ebook_Purchase	5	0	0	N	Y	great book	Very suspenseful, great characters and atmosphere. It is as good as the first book of the series. A must have	2013-12-19
US	3976629	R2Q2UPYOZH6VSN	B005O315ZW	842807203	City of Lost Souls (The Mortal Instruments Book 5)	Digital_Ebook_Purchase	5	0	0	N	Y	Can't wait for the next one	Just when you thought it couldn't get better. Here we have Sebastian hunting down Clary and Jace and Clary's love dangling by a thread. Not to mention Simon's shaky (possible) love for Isabelle. And what's up with the whole heavenly fire concept?<br /><br />it's all packed into this series is action, romance, and most importantly, Shadowhunters. You will never find a series like this ever again.<br /><br />I just can't wait for the next book.	2014-03-18
US	28123216	R2GL484KAB6EY2	B00MSR5EJA	877384857	That Month in Tuscany	Digital_Ebook_Purchase	4	0	0	N	Y	Four Stars	Loved it	2014-11-23
US	14502118	R1EYTM604IG1XG	B003WEA50G	733907559	When Godly People Do Ungodly Things: Finding Authentic Restoration in the Age of Seduction	Digital_Ebook_Purchase	3	0	0	N	Y	Insitive	Great book! I love how she is to the point and doesn't meander in personal experience too long.<br />Great author!	2014-04-06
US	45836928	R2C7CLCE74PT2E	B005E3PFS0	180513116	Parched : A Vampire Romance	Digital_Ebook_Purchase	5	0	0	N	Y	Five Stars	Great book.	2014-10-01
US	12217795	R3T23M1V1B1E7Q	B00ALYG11W	991742663	Campground Murders (Jim Richards Murder Novels Book 25)	Digital_Ebook_Purchase	4	1	1	N	Y	Never got my Starbucks Latte.......	This Jim Richards is a cross over/tie-in, with the Fatal series, as<br />Jim and Penny go into Dave and Sarah's part of the country, for<br />awhile anyway.<br />Jim and Penny go on vacation, to the Pacific Northwest, but they<br />miss the turn for Seattle, I am getting the &#34;glare&#34; from Penny right<br />now, as she will tell you it is all Jim's fault.......<br />Guess she will not be getting her, Seattle Original Starbucks Latte...<br />Deciding to stop and camp for the night, Jim's knack for finding<br />murders, hits the 100% mark once again, as there is a murder at<br />the campground, along with a kidnapping, and some missing drugs.<br />This is where Jim and Penny meet Sheriff Dave and his wife Sarah,<br /> and end up at their house, as Jim helps with the investigation.<br />The missing drugs end up being, some kind of new street drug, that<br />the Mob, yes Virginia, there really is a Mob, are waiting to see in action,<br />before the sink money into them.<br />Penny and Sarah, are grabbed, and taken to Las Vegas, for..........<br />Ha, thought I was going to tell the whole story did you.?<br />To find out what happens, read the book, and I will see you in Vegas.<br />Keep reading the Jim Richards series, as he finds more cases, to<br />write books about.	2015-01-30
US	13024311	RFCICW5OQHMVY	B0089PCUJC	660221317	Play With Me at Noon	Digital_Ebook_Purchase	5	0	0	N	N	I really love this book and other books Red wrote	I really love this book it'll be a shame if it gets canceled. I bought this book too so please don't label it.	2013-11-21
US	45253014	R3W52XOK26JCCA	B00RZOKJ64	390934728	The Denim Blue Sea	Digital_Ebook_Purchase	5	0	0	N	N	Great read!!	Another lovely story written by Joanne DeMaio....what's better than love, friendship and the beach?  I can't wait to read her next book as once I start reading I cannot put it down until I finish it.	2015-05-14
US	19853912	R3IIYN9NG7I7JZ	B00HLSUYPK	479149706	Abandon (Shattered Hearts Book 5)	Digital_Ebook_Purchase	5	0	0	N	N	Awesome	Awesome book....I loved it...this was just the best series...great stories, great friends, love, loss, so wonderfully written...this whole series is one you won't forget	2014-05-09
US	30640859	R3M6LILAOKXW3J	B00ERVTLQ2	756596283	Last Rite (Maggie Devereaux Book 3)	Digital_Ebook_Purchase	4	0	0	N	N	An easy read	I enjoy Mr. Penner's writing ability and the &#34;Maggie D.&#34; Storyline. I'm hoping to see more stories in the near future!	2014-12-06
US	12460203	R3ULBLEL4M1AHN	B00N9HTAPC	366294393	Six Pack of Sleuths: Comedy Mysteries	Digital_Ebook_Purchase	3	0	0	N	Y	okay read	Several of the stories/books were entertaining for reading in waiting rooms and on airplane flights.  The 3rd or 4th book was awfull - I had to fast forward through it.	2015-03-03
US	40121657	R1RZAM2H2807RH	B0078QAZ4K	104423195	The Last Girl	Digital_Ebook_Purchase	3	2	3	N	Y	Something missing...	I'm not sure why this story fell flat for me. The writing was fine, the story was interesting, the characters were well-done, but it just...didn't connect with me. I didn't dislike it, and can't think of any actual problems I have with it. There's just something missing, some emotional connection that isn't there. Maybe it just wasn't long enough to fully flesh out the situation and engage my feelings. It seemed as if a lot of the time Christian and Juliette spent together was skipped over, so it was hard to understand the extreme feelings they developed for each other. I did feel more connected to Christian, which may be due to the fact that the book starts out with his POV, and we know that he has been watching and wanting Juliette for so many years, trying to stay away from her so that he won't destroy her, all the time knowing that he is unable to be that unselfish.<br /><br />I will probably try another book by this author, maybe something longer and more fully fleshed-out.	2014-03-24
US	41123500	R1E12QSBDSV91E	B00JSA2J0W	563523877	Necropolis	Digital_Ebook_Purchase	5	0	0	N	N	two thumbs up	I have to admit to being taken completely by surprise by this book. As the first I've read of Guy Portman's work, I didn't have anything to base any expectations on. So I didn't know I was really going to crawl behind the civil mask of a charming, but truly inhumane sociopath. Yes, I know, it's in the description. But often that means little at all.<br /><br />There were times I thought the author strove for shock factor, but I was later forced to reconsider this idea. As an example, at one point Dyson engaged in a fairly risqu&eacute;, drug fuelled threesome that was described in some detail. My first reaction (remembering that I rather like a little erotica in my fiction) was to roll my eyes and tisk at the pointless inclusion of base titillation. That is until I realised the whole thing was relayed with as bland a recitation as Dyson's appreciation of pastel shirts or distaste for custard creams, and far less virulence than his abhorrence of the cat-in-heat howls of Celine Dion's music. This is not to say it or any other aspect of the book was boring, but that Dyson's normal human affect was somewhat lacking and the event therefore held no more importance that a stale repast refreshment or daily grande cafe latte extra hot with soy milk from Starbucks.<br /><br />And here-in lies the genius of this book—the dichotomous nature of what Dyson sees/thinks/does and the considered visage he presents the world, all contradicted against his utter disinterest in those same individuals. As readers, we are never told Dyson is a sociopath (other than in the synopsis). We are SHOWN his personality disorder in everything he does. It's subtle but unmistakable. He never remembers names, dehumanises individuals he particularly dislikes ('cause he dislikes almost everyone) as 'it' and, even surrounded by the moribund accoutrements of death daily, is unmoved by it.<br /><br />There is a lot of dark humour here. Dyson is, after all, a well-educated, intelligent, witty man. A lot of this humour is at the expense of the proletariat masses and their/our common, recognisable lives. Disturbingly (considering Dyson's obvious social imbalance), I agreed with a lot of his opinions—the repugnance of the X Factor as a form of entertainment, the forgeability of the Kardashians as a clan, the omnipresence of banal office chatter, the wretch-inducing encroachment of kitsch tat into otherwise somber environs. All of this makes Dyson a frighteningly relatable, though completely unlikable character. Think Dexter with a British accent.<br /><br />All of this is wrapped in wonderful prose, interesting speech patters (that never got on my nerves), good editing and a satisfying conclusion. It was an all out win in my books.humour is at the expense of the proletariat masses and their/our common, recognisable lives. Disturbingly (considering Dyson's obvious social imbalance), I agreed with a lot of his opinions—the repugnance of the X Factor as a form of entertainment, the forgeability of the Kardashians as a clan, the omnipresence of banal office chatter, the wretch-inducing encroachment of kitsch tat into otherwise somber environs. All of this makes Dyson a frighteningly relatable, though completely unlikable character. Think Dexter with a British accent.<br /><br />All of this is wrapped in wonderful prose, interesting speech patters (that never got on my nerves), good editing and a satisfying conclusion. It was an all out win in my books.	2014-05-15
US	39287921	RUQ4GSBQGG1AG	B00SPHXS4K	295175880	Ynyr (Tornians Book 3)	Digital_Ebook_Purchase	5	0	0	N	Y	Five Stars	Love this series !	2015-03-10
US	46280638	R1MFJG1KYPHSWR	B00JXRCPNG	756024358	Mortal Crimes: 7 Novels of Suspense (The Mortal Crimes Collection Book 1)	Digital_Ebook_Purchase	4	0	0	N	Y	I thoroughly enjoyed all seven novels	I was pleasantly surprised to find that each of the seven books, entirely different, were interesting and captivating.  I thoroughly enjoyed all seven novels.	2014-08-20
US	11855219	R29OASYLP01N00	B00VSQ8GHY	958157679	The Promise (Amish Baby Collection Book 2)	Digital_Ebook_Purchase	5	1	1	N	Y	Five Stars	Great read	2015-05-06
US	7039823	RZH2RXCH4T9IV	B00MT4UD2U	500055515	Second Chance	Digital_Ebook_Purchase	5	0	0	N	N	Second chance	I like this book because it was funny and it doesn't have any cusing or sex acts in it.it was a nice little story to read.	2014-09-10
US	39400682	R2I9BY850W4S1Y	B00VY2N10O	213203716	The Secret Gospel	Digital_Ebook_Purchase	5	0	1	N	N	Five Stars	great book!	2015-08-14
US	2835934	R28N1OXBVAHV5K	B009ZCGIL4	482433390	The Immortal Circus (Cirque des Immortels Book 1)	Digital_Ebook_Purchase	5	0	0	N	Y	entertainly different	its refreshing to read a different storyline with a bit of bite to it. Would make a great holiday read.	2014-02-10
US	37948414	R2ZBEZGZVYP3I3	B007QOZ120	341846489	The 24th Letter (Sean O'Brien)	Digital_Ebook_Purchase	4	0	0	N	Y	A really good mystery	Tom Lowe wrote a very good mystery. One of those that you want to get comfy in your favorite chair in front of a fire on a cold winter day and dive into Sean Obrien's world.  It's easy to go to Florida with the perfect descriptions that Mr. Lowe paints on the canvas of each page soon you will be racing against the clock trying to shut down evil.  Good job Mr. Lowe.	2014-12-19
US	24750013	R13RYIPBD5WJFZ	B003X28734	35203783	Easily Amused	Digital_Ebook_Purchase	4	0	0	N	Y	Easily Amused	I found this book a good read. It was a little slow at first, but quickly picked up the pace. I liked the characters and the interaction with the neighbors. The only things that bothered me were the fact that Hubert seemed to get over his girlfriend so quickly and that Lola couldn't see the true character of her mysterious neighbor and what would happen with her sister. Maybe I'm just old and cynical, but I saw that coming from the beginning! All in all, a good book, though.	2014-05-28
US	36053497	R2JBFZAS3SIRMY	B003J5UJ8Q	745453187	Magi'i of Cyador (Saga of Recluce Book 10)	Digital_Ebook_Purchase	5	0	0	N	Y	I enjoyed the read and chatacters	The book moved well with few mistakes in the editing. I enjoyed the read and chatacters.	2014-11-08
US	45281246	R1ZOQZSS1I0SM	B00SC6RUTS	102228579	Bearing The Cold	Digital_Ebook_Purchase	5	0	0	N	N	Who Knew, It's a keeper!	Let me start by saying I'm a sucker for interesting covers and ever since I've gone to Amazon Prime I have this great problem with only being able to get 10 books. Anyway somewhere in the past Bearing the Cold caught my eye, it probably sat in my Prime list for weeks until something else caught my eye but it was full! Again! So I quickly punched Bearing the Cold having no idea what it was or who Emilia was. Needless to say I have no idea what that other book was and definable don't care and I now have an great, fantastic,  the best writer in the world author. Yeah, she kinda blew my socks off with this one. Final thought, if you're reading this trying to decide, quit wasting time damn it and download the book!	2015-06-16
US	48362954	R2Z93O2YKFL5IJ	B00GE9E4XA	199672922	A Failure of Command: Grant, Meade, and the Men of the Army of the Potomac in the Overland Campaign	Digital_Ebook_Purchase	5	0	0	N	Y	A book of very real quality and a break-through	Professional Civil War historians do not deal with relationships between officers.  They confine themselves to things that can be confirmed from multiple sources.  Things such as the distance between places or the number of soldiers.  They seem to run from evaluating the effects of personal relationships between officers on the course of battles.  Yet much about these relationships is documented.<br /><br />One historian remarks that two generals had never met.  This despite the fact that the two men spent over two years together as cadets at West Point.<br /><br />It takes courage to step beyond well supported facts and into documented feelings and attitudes.  Thompson has taken that step.<br /><br />He has drawn together the documents which outline the relationships between Grand and Meade.  He has added elements based on his military service.  This gives us a much clearer picture of what was happening in Virginia during May and June 1864.<br /><br />The Army of the Potomac was an organization riven with relationship problems.  As one corps commander said when directed to cooperate with another commander, put one of us in command, because I will not participate in &#34;cooperation&#34;.<br /><br />It is great to read about the 800 pound gorilla that was in the midst of the Army of the Potomac.	2015-04-29
US	30224006	R2RTGL88LU55BE	B00IB73ISA	960556726	GROUNDED: broken	Digital_Ebook_Purchase	5	0	0	N	Y	great book!	Loved the book! I read this with my middle school students and they loved it. Very character driven and each chapter really is a cliff hanger.  It's fantasy fiction with both old and new world woven together.  My students can't wait for a part two!	2015-01-21
US	17341457	R315CN0BWSU3C2	B00JUUZP92	477044458	All In Startup: Launching a New Idea When Everything Is on the Line	Digital_Ebook_Purchase	5	1	1	N	Y	AMAZING resource to learn the first steps	No one thinks that a startup is going to be easy, but we all hear stories about how few succeed. This book minimizes the chance of failure. Not every company is going to succeed, but this teaches you how to put yourself in the best position to get lucky. An inspiring read.	2014-08-26
US	37033923	R2UNBQ0EZDFU8U	B00EZGSTD0	377410655	Murdering the Roses (Heavenly Highland Inn Cozy Mystery Book 1)	Digital_Ebook_Purchase	4	0	0	N	Y	fun, active, cute and easy reading	I enjoyed reading this book.  It was funny, action packed and fun to read.  It made me smile.  It had a good story line	2014-06-30
US	47749755	R170SXIM9CZWM3	B00OAHO9RE	24496439	Uncharted Secrets (Uncharted Secrets, Book 1): Endless Horizon Pirate Stories	Digital_Ebook_Purchase	5	0	0	N	Y	A return to good tales of Piracy!	I love all things piratical, and knew nothing of these books until recently, I went in blind without reading any reviews... And I loved it! Forget the Hollywood versions of the Golden Age of piracy, these are the most creative History based works of fiction that I have laid on eyes on in a very long time, obviously the author is serious about delivering the genuine article. The harsh realities of life during this period piece will show a whole new look at how hard people had to work at bettering their lives, and avoiding the near endless array of cruel fates that awaited the unfortunate. And reading first hand the transformation that is forced upon the Heroine of this tale is enlightening , educational and gripping ! Its a grim setting , but the strong survive . If you love classic pirate tales, then this book is an excellent doorway into a past society that still intrigues and inspires people to this day to enjoy their inner pirate !	2014-11-29
US	20593489	RWIA33R0423TN	B00JOU336A	764788337	Dangerous Dreams – 2014 ABNA Entry	Digital_Ebook_Purchase	4	0	0	N	Y	Review	I felt hooked into the story immediately.  The characters were fully formed and interesting. I felt the author did a good job jumping right in and grabbing us by the throat. I would love to read more.	2014-05-21
US	24412503	R1LVBZ8OSQWO44	B008N0DWHM	865078047	Love, Lies & Lust (G Street Chronicles Presents The Love, Lies & Lust Book 4)	Digital_Ebook_Purchase	5	2	2	N	Y	You must read the entire series !(Love, Lies & Lust)	Good read!  I read the entire series: (in this order)<br /><br />What We Won't Do For Love<br />Married to His Lies<br />The Lies We Tell For Love<br />Love, Lies & Lust<br />No Ordinary Love<br /><br />I give them all 5 stars!  Kudos to Mz. Robinson!	2014-01-28
US	10390600	R13C6XRKADXPP1	B00VW3B6T8	384508296	College Arcane: A Novel from the Demon Accords	Digital_Ebook_Purchase	4	0	0	N	Y	Conroe writes in a way I enjoy and this story kept me wanting to read more	I was concerned that this series would quickly become about over powered beings, but the development of other characters builds the world and that is what this book is.  Conroe writes in a way I enjoy and this story kept me wanting to read more.  Highly recommend.	2015-07-30
US	32917440	R7O6J0L1WEA95	B003NX76BM	494986812	The Search	Digital_Ebook_Purchase	4	0	0	N	Y	Excellent Read	Excellent Book to read good story line  well written  I love them but I love just about anything Nora Roberts	2014-01-14
US	51106031	R2E6RDG379ZBLJ	B0080K3Q1M	547464310	The Light In The Window	Digital_Ebook_Purchase	5	0	0	N	Y	The Light from Darkness	An amazing story.  June gave every piece of herself to those women; she was the only hope and comfort they experienced.  Thank you for bringing your story and the stories of young women to light for all of us to understand.  You brought light out of darkness; shame, fear, and guilt- that is the greatest gift of all.  &#34;... and the truth shall set you free.&#34;  Shame on the church for enabling this abuse; may their souls rest in peace.	2014-03-28
US	31207997	R3W07B9KLD97X5	B00G9A02AI	336536373	Exit Strategy (The Jungle Fever Romance Quadrilogy Book 2)	Digital_Ebook_Purchase	3	4	5	N	Y	Not as Good as the First, not Even Close!	This review contains a bit of a spoiler, but not much. Tristan and Keisha are back at it after Keisha leaves the BDSM lifestyle because of her issues with panic attacks. Tristan isn't doing well with her away and he too has panic attacks after losing Keisha. He doesn't really know why or that he even loves her. He just can't be without her. They haven't dealt with the issues behind the panic attacks for both.<br /><br />One night before her return to Tristan, she is almost kidnapped, so Tristan hires a slew of security experts to protect her. In the meanwhile Keisha jumps back in to BDSM with Tristan. The trial against her ex is scheduled and she testifies but the outcome isn't what they would have liked. In the midst of this Tristan's ex, Aimee is really close and in the picture, which causes stress for Keisha. They eventually meet.<br /><br />After the trial, Tristan is seen out with a new woman doing things that upset Keisha. They break up. Suddenly Tristan is consumed with heading his security team to find justice and to keep other women from being hurt by Keisha's ex and those associated with her ex.  He eventually tries to reconnect with Keisha, whom he's left standing.<br /><br />Pros:<br />Not a bad book but clearly not as good as the first.<br />Even with that it's a three. I don't understand the fives but to each his/her own in reviews.<br /><br />Cons:<br />Predictable!!!!<br />Multiple predictable plots! Way too many.<br />Why is Aimee leaving so close? Please!<br />Grammar. Goes from first person to third. It was confusing.<br />The 'Fairy Houchie Mommy and Triple G' thing was kind was a waist the last book and this one, book the first book was a five, so it was okay.<br />How is Tristan calling the shots and the head of a security team with the FBI and CPD? Not even possible!!! They are the experts not him, but he's running the show. Far fetched much!<br />And what fool tries to kidnap a cop?<br />He spots something critical to the case but not the FBItrained staff or CPD? Yeah that's believable.<br />Keisha had no back bone.<br />About a little over half way she starts to deal with her panic attacks, but she in a relationship (BDSM) that causes flashbacks. Makes no sense.<br />Tristan was a confusing mess. He didn't deal with his own issues. He was confused about how he felt about Keisha but yet he didn't leave her alone.<br />When Keisha tells him she has someone else waiting to love her and he doesn't respond, that was crazy! No man into a woman is going to let that slide! Period!<br />Even at the end he's still not very convincing about his feelings for Keisha to me as a reader.<br />This may be a bit of a pot shot but the belief that so called 'vanilla sex' isn't as good is a joke. It's pretty exciting in our house. The belief that if you don't call your husband Sir, or not being tied up and whipped its vanilla is hilarious.	2013-11-01
US	26987294	R3S22I2F2ZGIFM	B005L4O9Z2	425491538	Rock and A Hard Place (Cascade Brides Series Book 1)	Digital_Ebook_Purchase	5	0	0	N	Y	Five Stars	Good story. I liked it.	2014-10-19
US	12966631	R21EUR33ERQXTN	B0064GLQBQ	409486756	Wild for You (Tropical Heat Book 2)	Digital_Ebook_Purchase	4	0	0	N	Y	Enjoyable Read	Plot was reasonable. Twists and turns are hinted at but not written as spoilers.  I liked the build up to the main characters resolving their issues and accepting their true feelings.	2014-01-08
US	29052466	R2IPFV22KHY5TA	B004U73CHM	464521417	The Cowboy's Triplets (Callahan Cowboys Book 1)	Digital_Ebook_Purchase	3	0	0	N	Y	Enjoyable	I did enjoy this book, however, not much romance until near the end of the book. Would recommend this book.	2013-09-10
US	11648394	RHIXNOX05AFCR	B0036FTF4S	884875841	The Book of Deacon (The Book of Deacon Series 1)	Digital_Ebook_Purchase	5	0	0	N	Y	Five Stars	I loved the story and how it moved. So glad I read this one.	2014-10-04
US	36199653	R274H2PQNGLVNC	B00U05JYPW	256861866	Fear: Falling in Love with An Alpha Billionaire (BWWM Romance) (Fear - Falling In Love with An Alpha Billionaire Book 1)	Digital_Ebook_Purchase	5	0	0	N	Y	WOW	I usually don't read a lot of this type of book, but I must say, that I am glad that I did. The cover intrigued me, so I 1-clicked it. The chemistry between Luxury and Victor is amazing, considering they are so different. Who would have thought that they would be attracted to each other. I must get part 2 to see where the story takes me.	2015-06-30
US	44835760	R1MHSZFAUQG8JA	B00S52ARYY	486064366	Badlands: A Novel (Highway Quartet)	Digital_Ebook_Purchase	3	0	0	N	N	Not up to par!	I've read all of C.J. Box's books and have enjoyed some more then others.  This is one of the &#34;others&#34;.<br />The book is too short and not up to par of Box's previous works.<br /><br />I will continue to read his books but I hope he hasn't burned out	2015-08-18
US	16508787	R2GT6XH7NH08X5	B00JEX7O8A	796767695	The Hyper-Grace Gospel: A Response to Michael Brown and Those Opposed to the Modern Grace Message	Digital_Ebook_Purchase	5	0	1	N	Y	Five Stars	FINALLY! Someone with more of a national voice speaks the Truth in response to the very confused MB.	2014-10-24
US	2582713	R175MIB8V0QKS6	B00EHKMVSI	291118618	Pestilence - A Medical Thriller (The Plague Trilogy Book 2)	Digital_Ebook_Purchase	4	0	0	N	N	Marshal law	I understand this book is a trilogy. I've read Plague it was awesome.  Pestilence took up where Plague left off. The Plague has spread to the mainland, California. The government/military declared Marshal law, closed borders halted inter, phone. Then citizens were rounded up like cattle and put them in pens. The order was to detain citizen's and /or shoot infected citizens. The world was falling into choas. Sam was still a target for.assassins. What is this world capable of doing? I can't wait to read the next series in this book	2014-09-14
US	20585167	R26NCP64CLUY62	B00C8S9W0G	311878254	Written in My Own Heart's Blood: A Novel (Outlander, Book 8)	Digital_Ebook_Purchase	5	0	0	N	Y	My Thoughts	Great read as always. I hope there is more in this series.  So much more to tell about these beloved characters.	2014-08-12
US	29653591	RPOHECDRTHCW8	B00U2NFZB4	253809637	Regarding Anna	Digital_Ebook_Purchase	4	0	0	N	Y	Solid 4 stars	I found this book to be well-written and well thought out.  it had several twists and turns that keep the reader interested and guessing.	2015-05-26
US	10661832	R1F7VUYNV6WV8B	B00H9S73D8	305295644	The Town Square (Dare Valley Series, Book 5)	Digital_Ebook_Purchase	5	0	0	N	Y	Five Stars	Great book.	2014-08-31
US	1686456	R3J3F51P3Y61P5	B00OC3DWBA	707374272	Captivate: Conversational Secrets To Be Instantly Likeable, Make Unforgettable Impressions, And Never Run Out Of Things To Say	Digital_Ebook_Purchase	1	0	3	N	Y	One Star	Not very clear on some topics	2014-12-10
US	32138938	RY3QGM5X6FEJ	B00LNMMPWU	452136243	No Good-Bye by Georgie Marie	Digital_Ebook_Purchase	1	4	5	N	Y	Wasn't as good as i thought it would be...	I saw the author on Steve Harvey and the hype had me purchasing it.  I don't want to sound negative but lets just say I really tried to read this book but by chapter 15 or so I just couldn't do it.  This particular book was not for me.  I find it didn't live up to the hype or steamy romance as stated in the Steve Harvey show...	2014-10-10
US	29150378	R8SHEVFL8S6IJ	B00DXBEF9A	890047360	Return of the Outlaw	Digital_Ebook_Purchase	5	0	0	N	N	SUPERB	A good book for you if you enjoy good western books.I enjoyed it very much and I'm glad to recommend this author.	2014-07-11
US	36113243	RZHMAJJ0O3Q23	B00G8NYP86	212808643	Broken Dolls (Jefferson Winter)	Digital_Ebook_Purchase	5	0	0	N	N	First off the character of Jefferson Winter is bloody great! He’s clearly a character that leaves an impression ...	WOW! Every now and then you pick up a debut novel and finish it wondering how the hell they haven’t already written a few Bestsellers already. Luke Delaney was the most recent author I discovered this was and I can promise you that James Carol is now added to that list. This author is certainly one to watch! The synopsis features Jefferson Winter who has his own business working for numerous agencies. He also is an ex FBI man who happens to be haunted by the legacy of his father who was a notorious serial killer.<br /><br />First off the character of Jefferson Winter is bloody great! He’s clearly a character that leaves an impression as he has a shock of white hair and has an exceedingly high IQ, and that’s just to name a couple of things. He’s been called in by Inspector Mark Hatcher to help on a case where women are being tortured and then lobotomised. The story is split and we see one case where the most recent woman has been snatched and you literally feel her torture. On the other side we see just how Jefferson works and how he tries to work out the killers next move.<br /><br />From around the third chapter I was completely engrossed and frankly wasn’t willing to put this down for anything. I am very shocked that this is his debut as it’s written with the finesse of a seasoned author. From start to finish it’s packed to the brim full of clever plot twists, brilliant characters and quite frankly scenes that will give me sleepless nights. I finished the book and within around 4 minutes had pre-ordered the second book in the series entitled ‘Watch Me’ which is due out 5th August 2014.<br /><br />This debut novel is one of the best I have read since Luke Delaney’s debut last year. This book will have you reading well into the night and will I promise leave you breathless with anticipation for his next case. A highly recommended book, which I think most people, will absolutely love.	2014-07-23
US	43764118	R1OBTT78WG6TTW	B00KTK4UG6	754793594	Boxed Set: Under the Billionaire’s Control Part 1-3: Falling for a Billionaire (Under the Billionaire Control Boxset)	Digital_Ebook_Purchase	3	0	0	N	Y	Three Stars	Interesting	2015-06-08
US	9931447	R1KWVA2D9EPKBP	B0047AMPOS	977552296	WHITE - Neg Ion Wave Silicone Sports Watch (FREE POUCH & TOOL) with comfortable band. Waterproof / water resistant. Ion wristwatch - negative ions Imazine w/ far infrared ray and minus ion emitted from tourmaline and minus ion power.	Watches	1	0	0	N	Y	All 4 don't work	"I bought this watch and a black one less than a month ago. They sent me 2 \\""free\\"" watches along with the 2 I ordered. All 4 watches didn't tell accurate time and one broke after I took one shower with it."	2013-02-06
US	36032911	RKP0J3R93UKGJ	B001RNNBCS	206947133	Armitron Sport Men's 408159BLK Chronograph Black Strap Digital Display Watch	Watches	4	0	0	N	Y	I like the large numbers.	The watch works well as a timer for my running and basic sports. Being able to read the numbers without my glasses is nice. It was the lack of good instructions to make using this product that cost them a star.	2013-11-04
US	10360940	RWKLEIL2LRVNL	B00FPSJ63Y	336273430	Michael Kors Ladies Chronograph Mother Of Pearl Stainless Steel Watch MK5020	Watches	5	0	0	N	Y	Great watch!	Great watch, shows quality. Comfortable on, worth the money.	2015-07-16
US	35876064	R1UMYH639YGF59	B00J0RFDHO	156385999	Military Watch Colorful Light Stealth Fighter Style Waterproof Digital Sport Wrist Watches White	Watches	5	13	15	N	Y	Looks better in person	I love it so much. It has a little bit of weight to it, but I don't mind. I love the different color lights you can choose from and all the functions are very helpful.	2014-05-23
US	34653410	R18DCN9XBDHY8U	B00009K3NU	456652240	CASION G-SHOCK MENS WATCH - G-100-2BVMES	Watches	5	2	2	N	N	Nice design and very functional.	I wear it as my Saturday watch, whether saltwater kayaking or working. My Rolex-wearing co-workers compliment me on the handsome rugged appearance. The bonus is that it is designed to resist electrical shocks (as well as G-shocks), which happens in my field of technology repair.	2009-05-09
US	6569833	RYDJL1C1Y4CXR	B00D3RGFWY	423942357	Kenneth Cole New York Women's KC4957 Crystal-Accented Gold-Tone Watch	Watches	5	2	2	N	Y	Love it!	Love it !!!!!  A bit big for my hand, but that can be adjusted. But I love this watch	2014-08-20
US	22135931	R17WL3LCFPOMEC	B009UX2YAC	879319057	Subway Surfers	Mobile_Apps	3	0	0	N	Y	Good game	This game could be better if they add more things like increase speed or different elements that could give you more points	2013-04-25
US	28741459	R12GGLCBWQUKDP	B00RBUNK4U	76342563	Amazing Aquarium	Mobile_Apps	5	0	0	N	Y	Five Stars	This can be very relaxing to watch	2015-03-14
US	10930469	R3503LU48P9MVA	B004V570CG	350837774	SANTA BIBLIA - Spanish Bible with Beautiful Color Illustrations	Mobile_Apps	1	1	2	N	Y	not working, it's garbage	It is completely unstable. I've only been opened twice. It was a waste of time and money. Do not throw your money down the toilet. Do not recommend it to anyone at all	2013-02-07
US	37754050	R338OO374JA4XP	B00LUEMK44	452136238	Jewels Star 3	Mobile_Apps	5	0	0	N	Y	Jewels Star 3 Fun Fun fun	I love this game.  Fun for all to play.  Gets harder as you go, more challenging.	2014-07-24
US	41870218	R1JYC9EN8MYCOU	B00GZHM4VU	921261583	Princess Tailor Boutique	Mobile_Apps	4	3	5	N	Y	Four Stars	Great	2015-08-16
US	5353778	R1CWJ7X59QD8X1	B00BWBHIUG	835549535	Nemo's Reef	Mobile_Apps	5	0	0	N	Y	LOVE IT!!!	I love to see what I can create in the ocean for Nemo!! Okay 20 words.... I love creating my own place for the fish life & ocean life!	2013-06-12
US	46515477	R1NSMP2T2FJHD8	B006PH7WBM	262625541	Fashion Story	Mobile_Apps	5	0	0	N	Y	Love it but...	I love this game but I wish that you didn't have to pay to get gems. Another thing is that it requires Internet connection but other than those things its great! I love all the other games by this developer.	2013-10-14
US	31048473	RMYY5QJZXXI8F	B007SYAXIK	837590365	Word Stack - Fun and Addictive Word Association	Mobile_Apps	1	1	2	N	Y	No skill needed	You just keep trying words until they fit. Uninstalled pretty quick. No skill was required just keep dragging until it turns green.	2012-11-25
US	44711691	R3JOO7I8RTMFHH	B004T5GB00	422501137	Timers4Me & Stopwatch	Mobile_Apps	3	0	0	N	Y	clunky UI but useful tool	I use this app every day. I find the UI less then intuitiive but the functionality valuable. enough to look pass it's short comings.	2013-12-15
